FinInstrmGnlAttrbts.Id,FinInstrmGnlAttrbts.FullNm,FinInstrmGnlAttrbts.ClssfctnTp,FinInstrmGnlAttrbts.CmmdtyDerivInd,FinInstrmGnlAttrbts.NtnlCcy,Issr
EZBJMLQNZMD4,Foreign_Exchange Forward ILS USD 20210116,JFTXFP,false,USD,false
EZBMQLTVLY87,Foreign_Exchange Forward QAR SEK 20210116,JFTXFP,false,SEK,false
EZBMQLTVLY87,Foreign_Exchange Forward QAR SEK 20210116,JFTXFP,false,SEK,false
EZBV01NJMP58,Foreign_Exchange Forward HKD USD 20210116,JFTXFP,false,USD,false
EZBV01NJMP58,Foreign_Exchange Forward HKD USD 20210116,JFTXFP,false,USD,false
EZBWWXS7DFZ5,Foreign_Exchange Forward CHF USD 20210116,JFTXFP,false,USD,false
EZBWWXS7DFZ5,Foreign_Exchange Forward CHF USD 20210116,JFTXFP,false,USD,false
EZBWWXS7DFZ5,Foreign_Exchange Forward CHF USD 20210116,JFTXFP,false,USD,false
EZBWWXS7DFZ5,Foreign_Exchange Forward CHF USD 20210116,JFTXFP,false,USD,false
EZDFN2LQV8G5,Foreign_Exchange Forward PLN SEK 20210116,JFTXFP,false,SEK,false
EZDFN2LQV8G5,Foreign_Exchange Forward PLN SEK 20210116,JFTXFP,false,SEK,false
EZKMWXD4FSV7,Foreign_Exchange Forward EUR QAR 20210116,JFTXFP,false,EUR,false
EZKMWXD4FSV7,Foreign_Exchange Forward EUR QAR 20210116,JFTXFP,false,EUR,false
EZLFRQ87VTG6,Foreign_Exchange Swap EUR USD 20210116,SFCXXP,false,EUR,false
EZLFRQ87VTG6,Foreign_Exchange Swap EUR USD 20210116,SFCXXP,false,EUR,false
EZNQW6NTMSW4,Foreign_Exchange Forward HUF USD 20210116,JFTXFP,false,USD,false
EZNQW6NTMSW4,Foreign_Exchange Forward HUF USD 20210116,JFTXFP,false,USD,false
EZPCT5XKW990,Foreign_Exchange Forward CZK EUR 20210116,JFTXFP,false,EUR,false
EZPCT5XKW990,Foreign_Exchange Forward CZK EUR 20210116,JFTXFP,false,EUR,false
EZPDDKZ8YMV0,Foreign_Exchange Forward SEK ZAR 20210116,JFTXFP,false,SEK,false
EZPDDKZ8YMV0,Foreign_Exchange Forward SEK ZAR 20210116,JFTXFP,false,SEK,false
EZT9F67SNFM3,EUR SWAP EONIA 3MO,SRHCSP,false,EUR,false
EZT9F67SNFM3,EUR SWAP EONIA 3MO,SRHCSP,false,EUR,false
EZV15GHWGFH1,Foreign_Exchange Forward GBP RON 20210116,JFTXFP,false,GBP,false
EZV15GHWGFH1,Foreign_Exchange Forward GBP RON 20210116,JFTXFP,false,GBP,false
EZ0LKWN8JY60,Foreign_Exchange Forward CHF USD 20250530,JFTXFP,false,CHF,false
EZ0LKWN8JY60,Foreign_Exchange Forward CHF USD 20250530,JFTXFP,false,CHF,false
EZ0LKWN8JY60,Foreign_Exchange Forward CHF USD 20250530,JFTXFP,false,CHF,false
EZ0LKWN8JY60,Foreign_Exchange Forward CHF USD 20250530,JFTXFP,false,CHF,false
EZ0LKWN8JY60,Foreign_Exchange Forward CHF USD 20250530,JFTXFP,false,CHF,false
EZ0LKWN8JY60,Foreign_Exchange Forward CHF USD 20250530,JFTXFP,false,CHF,false
EZ10CVL2ZY82,Foreign_Exchange Forward GBP HUF 20210116,JFTXFP,false,GBP,false
EZ10CVL2ZY82,Foreign_Exchange Forward GBP HUF 20210116,JFTXFP,false,GBP,false
EZ1111KJPVC6,Foreign_Exchange Forward GBP RUB 20210116,JFTXFP,false,GBP,false
EZ1111KJPVC6,Foreign_Exchange Forward GBP RUB 20210116,JFTXFP,false,GBP,false
EZ1232T2NNC3,Foreign_Exchange Forward USD ZAR 20210116,JFTXFP,false,USD,false
EZ1232T2NNC3,Foreign_Exchange Forward USD ZAR 20210116,JFTXFP,false,USD,false
EZ1425F7F244,Foreign_Exchange Forward EUR RUB 20210116,JFTXFP,false,EUR,false
EZ1425F7F244,Foreign_Exchange Forward EUR RUB 20210116,JFTXFP,false,EUR,false
EZ175705XFR2,Foreign_Exchange Forward JOD USD 20210116,JFTXFP,false,USD,false
EZ175705XFR2,Foreign_Exchange Forward JOD USD 20210116,JFTXFP,false,USD,false
EZ17BKQWR2P1,Foreign_Exchange Forward AED GBP 20210116,JFTXFP,false,GBP,false
EZ17BKQWR2P1,Foreign_Exchange Forward AED GBP 20210116,JFTXFP,false,GBP,false
EZ18T3JJN4R1,Foreign_Exchange Forward HUF SEK 20210116,JFTXFP,false,SEK,false
EZ18T3JJN4R1,Foreign_Exchange Forward HUF SEK 20210116,JFTXFP,false,SEK,false
EZ1FM6L2P013,Foreign_Exchange Forward EUR HUF 20210116,JFTXFP,false,EUR,false
EZ1FM6L2P013,Foreign_Exchange Forward EUR HUF 20210116,JFTXFP,false,EUR,false
EZ1KL0GHJ4S0,Foreign_Exchange Forward OMR SEK 20210116,JFTXFP,false,SEK,false
EZ1KL0GHJ4S0,Foreign_Exchange Forward OMR SEK 20210116,JFTXFP,false,SEK,false
CH0489392719,SHARIA CERTIFICATE REVERSE CONVERTIBLE ON EURO STOXX 50 SP 500 INDEX SMI INDEX NIKKEI 225 STOCK AVER,DEXXRS,false,USD,false
CH0489392719,SHARIA CERTIFICATE REVERSE CONVERTIBLE ON EURO STOXX 50 SP 500 INDEX SMI INDEX NIKKEI 225 STOCK AVER,DEXXRS,false,USD,false
